Niveau,Structure_hierarchique,Code,Titres_de_classes,Definitions_de_la_classe
4,Sous-classe (Domaine),RDF1030401,Acoustique et appareils acoustiques et les ondes,Cette sous-classe comprend la recherche et le développement expérimental en acoustique et appareils acoustiques et les ondes.
4,Sous-classe (Domaine),RDF1030402,Électrostatique et électrodynamique,Cette sous-classe comprend la recherche et le développement expérimental en électrostatique et électrodynamique.
4,Sous-classe (Domaine),RDF1030403,Physique des fluides,Cette sous-classe comprend la recherche et le développement expérimental en physique des fluides.
4,Sous-classe (Domaine),RDF1030404,Thermodynamique et physique statistique,Cette sous-classe comprend la recherche et le développement expérimental en thermodynamique et physique statistique.
4,Sous-classe (Domaine),RDF1030499,"Physique classique, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en physique classique, n.c.a."
3,Classe,RDF10305,Physique de la matière condensée,Cette classe comprend la recherche et le développement expérimental en physique de la matière condensée.
4,Sous-classe (Domaine),RDF1030501,Mise au point de techniques de caractérisation de la matière condensée,Cette sous-classe comprend la recherche et le développement expérimental en mise au point de techniques de caractérisation de la matière condensée.
4,Sous-classe (Domaine),RDF1030502,Matière condensée d'expériences,Cette sous-classe comprend la recherche et le développement expérimental en matière condensée d'expériences.
4,Sous-classe (Domaine),RDF1030503,Modélisation de la matière condensée et théorie de la fonctionnelle de la densité,Cette sous-classe comprend la recherche et le développement expérimental en modélisation de la matière condensée et théorie de la fonctionnelle de la densité.
4,Sous-classe (Domaine),RDF1030504,Propriétés électroniques et magnétiques de la matière condensée et la supraconductivité,Cette sous-classe comprend la recherche et le développement expérimental en propriétés électroniques et magnétiques de la matière condensée et la supraconductivité.
4,Sous-classe (Domaine),RDF1030505,Matière condensée molle,Cette sous-classe comprend la recherche et le développement expérimental en matière condensée molle.
4,Sous-classe (Domaine),RDF1030506,Surfaces et propriétés structurelles de la matière condensée,Cette sous-classe comprend la recherche et le développement expérimental en surfaces et propriétés structurelles de la matière condensée.
4,Sous-classe (Domaine),RDF1030507,Supraconductivité,Cette sous-classe comprend la recherche et le développement expérimental en supraconductivité.
4,Sous-classe (Domaine),RDF1030508,Semi-conducteurs,Cette sous-classe comprend la recherche et le développement expérimental en semi-conducteurs.
4,Sous-classe (Domaine),RDF1030509,Physique des basses températures,Cette sous-classe comprend la recherche et le développement expérimental en physique des bases températures.
4,Sous-classe (Domaine),RDF1030510,Physique mésoscopique,Cette sous-classe comprend la recherche et le développement expérimental en physique mésoscopique.
4,Sous-classe (Domaine),RDF1030599,"Physique de la matière condensée, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en physique de la matière condensée, n.c.a."
3,Classe,RDF10306,Physique quantique,Cette classe comprend la recherche et le développement expérimental en physique quantique.
4,Sous-classe (Domaine),RDF1030601,Gaz quantiques dégénérés,Cette sous-classe comprend la recherche et le développement expérimental en gaz quantiques dégénérés.
4,Sous-classe (Domaine),RDF1030602,Ondes de matière,Cette sous-classe comprend la recherche et le développement expérimental en ondes de matière.
4,Sous-classe (Domaine),RDF1030603,Relativité générale et ondes gravitationnelles en physique quantique,Cette sous-classe comprend la recherche et le développement expérimental en relativité générale et ondes gravitationnelles en physique quantique.
4,Sous-classe (Domaine),RDF1030604,"Information, informatique et communications quantiques","Cette sous-classe comprend la recherche et le développement expérimental en information, informatique et communications quantiques."
4,Sous-classe (Domaine),RDF1030605,Fondements de la physique quantique,Cette sous-classe comprend la recherche et le développement expérimental en fondements de la physique quantique.
4,Sous-classe (Domaine),RDF1030606,Technologies quantiques,Cette sous-classe comprend la recherche et le développement expérimental en technologies quantiques.
4,Sous-classe (Domaine),RDF1030607,Mécanique statistique en physique quantique,Cette sous-classe comprend la recherche et le développement expérimental en mécanique statistique en physique quantique.
4,Sous-classe (Domaine),RDF1030699,"Physique quantique, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en physique quantique, n.c.a."
3,Classe,RDF10399,Autres sciences physiques,Cette classe comprend la recherche et le développement expérimental en autres sciences physiques.
4,Sous-classe (Domaine),RDF1039901,Systèmes physiques complexes,Cette sous-classe comprend la recherche et le développement expérimental en systèmes physiques complexes.
4,Sous-classe (Domaine),RDF1039902,Physique médicale,Cette sous-classe comprend la recherche et le développement expérimental en physique médicale.
4,Sous-classe (Domaine),RDF1039903,Instrumentation en physique,Cette sous-classe comprend la recherche et le développement expérimental en instrumentation en physique.
4,Sous-classe (Domaine),RDF1039999,"Autres sciences physiques, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en autres sciences physiques, n.c.a."
2,Groupe,RDF104,Sciences chimiques,Ce groupe comprend la recherche et le développement expérimental en sciences chimiques.
3,Classe,RDF10401,Chimie analytique,Cette classe comprend la recherche et le développement expérimental en chimie analytique.
4,Sous-classe (Domaine),RDF1040101,Spectrométrie analytique,Cette sous-classe comprend la recherche et le développement expérimental en spectrométrie analytique.
4,Sous-classe (Domaine),RDF1040102,Chimie électroanalytique,Cette sous-classe comprend la recherche et le développement expérimental en chimie électroanalytique.
4,Sous-classe (Domaine),RDF1040103,Analyse de flux en chimie,Cette sous-classe comprend la recherche et le développement expérimental en analyse de flux en chimie.
4,Sous-classe (Domaine),RDF1040104,Méthodes immunologiques et d'essais biologiques,Cette sous-classe comprend la recherche et le développement expérimental en méthodes immunologiques et d'essais biologiques.
4,Sous-classe (Domaine),RDF1040105,Méthodes instrumentales (sauf les méthodes immunologiques et d'essais biologiques),Cette sous-classe comprend la recherche et le développement expérimental en méthodes instrumentales (sauf les méthodes immunologiques et d'essais biologiques).
4,Sous-classe (Domaine),RDF1040106,Technologie des capteurs (aspects chimiques),Cette sous-classe comprend la recherche et le développement expérimental en technologie des capteurs (aspects chimiques).
4,Sous-classe (Domaine),RDF1040107,Science des séparations,Cette sous-classe comprend la recherche et le développement expérimental en science des séparations.
4,Sous-classe (Domaine),RDF1040108,Chimie de l'environnement (sauf la chimie de l'atmosphère),Cette sous-classe comprend la recherche et le développement expérimental en chimie de l'environnement (sauf la chimie de l'atmosphère).
4,Sous-classe (Domaine),RDF1040199,"Chimie analytique, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en chimie analytique, n.c.a."
3,Classe,RDF10402,Chimie inorganique,Cette classe comprend la recherche et le développement expérimental en chimie inorganique.
4,Sous-classe (Domaine),RDF1040201,Chimie bio-inorganique,Cette sous-classe comprend la recherche et le développement expérimental en chimie bio-inorganique.
4,Sous-classe (Domaine),RDF1040202,Chimie du bloc f,Cette sous-classe comprend la recherche et le développement expérimental en Chimie du bloc f.
4,Sous-classe (Domaine),RDF1040203,Chimie verte inorganique,Cette sous-classe comprend la recherche et le développement expérimental en chimie verte inorganique.
