Niveau,Code,Titres_de_classes,Nom_du_type_d_element_Francais,Description_d_element_Francais
4,RDF2090103,Biorestauration,Exclusion(s),biorestauration associée avec la réhabilitation des sols  (Voir RDF2080104 Biorestauration et réhabilitation des sols)
2,RDF210,Biotechnologies industrielles,Exclusion(s),biotechnologies de l'agriculture  (Voir RDF40401 Biotechnologies de l'agriculture)
2,RDF210,Biotechnologies industrielles,Exclusion(s),génie alimentaire  (Voir RDF4040208 Génie de l'alimentation)
2,RDF210,Biotechnologies industrielles,Exclusion(s),histoire et la philosophie des technologies  (Voir RDF6030304 Histoire et philosophie du génie et de la technologie)
3,RDF21001,Biotechnologies industrielles,Exclusion(s),biotechnologies de l'agriculture  (Voir RDF40401 Biotechnologies de l'agriculture)
3,RDF21001,Biotechnologies industrielles,Exclusion(s),catalyse qui ne comporte pas de composante biologique  (Voir RDF2050102 Génie des procédés catalytiques)
3,RDF21001,Biotechnologies industrielles,Exclusion(s),biotechnologies environnementales  (Voir RDF20901 Biotechnologies de l'environnement)
3,RDF21001,Biotechnologies industrielles,Exclusion(s),"utilisation éthique de la biotechnologie  (Voir RDF6030203 Aspects éthiques des technologies (par ex., le numérique, l'intelligence artificielle))"
3,RDF21001,Biotechnologies industrielles,Exclusion(s),fermentation de produits alimentaires  (Voir RDF4040201 Chimie alimentaire (y compris la fermentation))
3,RDF21001,Biotechnologies industrielles,Exclusion(s),génie alimentaire  (Voir RDF4040208 Génie de l'alimentation)
3,RDF21001,Biotechnologies industrielles,Exclusion(s),biotechnologies médicales  (Voir RDF30401 Biotechnologies médicales)
3,RDF21001,Biotechnologies industrielles,Exclusion(s),nanobiotechnologie  (Voir RDF2110102 Nanobiotechnologies)
2,RDF211,Nanotechnologies,Exclusion(s),histoire et la philosophie des technologies  (Voir RDF6030304 Histoire et philosophie du génie et de la technologie)
3,RDF21101,Nanotechnologies,Exclusion(s),sciences de l'environnement  (Voir RDF105 Sciences de la Terre et sciences de l'environnement connexes)
3,RDF21101,Nanotechnologies,Exclusion(s),"utilisation éthique de la nanotechnologie  (Voir RDF6030203 Aspects éthiques des technologies (par ex., le numérique, l'intelligence artificielle))"
3,RDF21101,Nanotechnologies,Exclusion(s),génie des matériaux  (Voir RDF20601 Génie des matériaux)
3,RDF21101,Nanotechnologies,Exclusion(s),systèmes microélectromécaniques (MEMS)  (Voir RDF2049904 Systèmes microélectromécaniques (MEMS))
3,RDF21101,Nanotechnologies,Exclusion(s),nanochimie  (Voir RDF1040402 Nanochimie)
4,RDF2110104,Nanoélectronique,Exclusion(s),électronique moléculaire et organique  (Voir RDF2110113 Électronique moléculaire et organique)
2,RDF212,Autre génie et technologies,Exclusion(s),génie alimentaire  (Voir RDF4040208 Génie de l'alimentation)
2,RDF212,Autre génie et technologies,Exclusion(s),histoire et la philosophie des technologies  (Voir RDF6030304 Histoire et philosophie du génie et de la technologie)
3,RDF21201,Conception technique en ingénierie,Exclusion(s),conception en génie chimique  (Voir RDF2050103 Conception en génie chimique)
3,RDF21201,Conception technique en ingénierie,Exclusion(s),conception en génie de l'environnement  (Voir RDF20801 Génie de l'environnement)
3,RDF21201,Conception technique en ingénierie,Exclusion(s),conception industrielle  (Voir RDF2040313 Conception industrielle en génie de la fabrication)
3,RDF21201,Conception technique en ingénierie,Exclusion(s),"conception de satellites, de véhicules spatiaux et de missiles  (Voir RDF2040108 Conception et mise à l'essai de satellites, d'astronefs et de missiles)"
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),"biophysique animale  (Voir RDF1060801 Physiologie animale, biophysique)"
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),immunologie animale  (Voir RDF1061004 Immunologie animale)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),"toxicologie animale  (Voir RDF1060811 Physiologie animale, toxicologie)"
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),neurosciences comportementales de l'apprentissage et de la mémoire  (Voir RDF1061105 Neurosciences comportementales de l'apprentissage et de la mémoire)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),neurosciences comportementales de la récompense et de la motivation  (Voir RDF1061106 Neurosciences comportementales de la récompense et de la motivation)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),"aspects biologiques et chimiques des neurosciences  (Voir RDF10611 Neurosciences, aspects biologiques et chimiques)"
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),médecine clinique  (Voir RDF302 Médecine clinique)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),microbiologie clinique  (Voir RDF3020202 Microbiologie clinique)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),"thérapeutique, pharmacologie et toxicologie dentaires  (Voir RDF3020402 Thérapeutique, pharmacologie et toxicologie dentaires)"
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),écotoxicologie  (Voir RDF1051010 Écotoxicologie)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),génétique  (Voir RDF10606 Génétique)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),sciences de la santé  (Voir RDF303 Sciences de la santé)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),Histoire et philosophie de la médecine fondamentale  (Voir RDF6030306 Histoire et philosophie de la médecine)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),histoire et philosophie de la médecine  (Voir RDF6030306 Histoire et philosophie de la médecine)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),histoire de la médecine et des soins de santé  (Voir RDF6010112 Histoire de la médecine et des soins de santé)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),microbiologie non associée à la médecine fondamentale  (Voir RDF10607 Microbiologie)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),biotechnologies médicales  (Voir RDF30401 Biotechnologies médicales)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),déontologie médicale  (Voir RDF6030206 Déontologie médicale)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),physique médicale  (Voir RDF1039902 Physique médicale)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),chimie thérapeutique et chimie biomoléculaire  (Voir RDF10405 Chimie biomoléculaire et thérapeutique (médicinale))
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),microbiologie (sauf la virologie) liée à la médecine vétérinaire  (Voir RDF4030106 Microbiologie vétérinaire (sauf la virologie))
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),nanomédecine  (Voir RDF2110108 Nanomédecine)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),"nanotoxicologie  (Voir RDF2110112 Nanotoxicologie, santé et sécurité)"
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),caractéristiques neurocognitives et réseaux de neurones  (Voir RDF1061107 Caractéristiques neurocognitives et réseaux de neurones)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),neurologie  (Voir RDF3020227 Neurologie)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),soins infirmiers  (Voir RDF30306 Soins infirmiers)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),pédiatrie et médecine de la procréation  (Voir RDF30205 Pédiatrie et médecine de la procréation)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),éthique de la procréation  (Voir RDF6030210 Éthique de la procréation)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),médecine vétérinaire  (Voir RDF4030105 Médecine vétérinaire)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),sciences vétérinaires  (Voir RDF40301 Sciences vétérinaires)
2,RDF301,Médecine fondamentale et sciences de la vie,Exclusion(s),virologie vétérinaire  (Voir RDF4030111 Virologie vétérinaire)
3,RDF30101,Immunologie,Exclusion(s),maladies auto-immunes ou immunitaires  (Voir RDF3010113 Maladies auto-immunes)
3,RDF30103,Microbiologie médicale,Exclusion(s),microbiologie clinique  (Voir RDF3020202 Microbiologie clinique)
3,RDF30103,Microbiologie médicale,Exclusion(s),microbiologie non associée à la médecine fondamentale  (Voir RDF10607 Microbiologie)
3,RDF30103,Microbiologie médicale,Exclusion(s),microbiologie (sauf la virologie) liée à la médecine vétérinaire  (Voir RDF4030106 Microbiologie vétérinaire (sauf la virologie))
3,RDF30103,Microbiologie médicale,Exclusion(s),virologie vétérinaire  (Voir RDF4030111 Virologie vétérinaire)
3,RDF30104,"Neurosciences, aspects médicaux et physiologiques et de la santé",Exclusion(s),neurosciences comportementales de l'apprentissage et de la mémoire  (Voir RDF1061105 Neurosciences comportementales de l'apprentissage et de la mémoire)
3,RDF30104,"Neurosciences, aspects médicaux et physiologiques et de la santé",Exclusion(s),neurosciences comportementales de la récompense et de la motivation  (Voir RDF1061106 Neurosciences comportementales de la récompense et de la motivation)
3,RDF30104,"Neurosciences, aspects médicaux et physiologiques et de la santé",Exclusion(s),"aspects biologiques et chimiques des neurosciences  (Voir RDF10611 Neurosciences, aspects biologiques et chimiques)"
3,RDF30104,"Neurosciences, aspects médicaux et physiologiques et de la santé",Exclusion(s),sciences cognitives  (Voir RDF50102 Sciences cognitives)
3,RDF30104,"Neurosciences, aspects médicaux et physiologiques et de la santé",Exclusion(s),caractéristiques neurocognitives et réseaux de neurones  (Voir RDF1061107 Caractéristiques neurocognitives et réseaux de neurones)
3,RDF30104,"Neurosciences, aspects médicaux et physiologiques et de la santé",Exclusion(s),neurologie  (Voir RDF3020227 Neurologie)
3,RDF30104,"Neurosciences, aspects médicaux et physiologiques et de la santé",Exclusion(s),psychiatrie et psychothérapie  (Voir RDF3020223 Psychiatrie (y compris la psychothérapie))
4,RDF3010419,Troubles neurologiques (sauf les maladies neuromusculaires),Exclusion(s),maladies neuromusculaires  (Voir RDF3010404 Maladies neuromusculaires)
4,RDF3010420,Neurorobotique,Exclusion(s),robotique associée à l'intelligence artificielle  (Voir RDF1020102 Robotique intelligente)
4,RDF3010420,Neurorobotique,Exclusion(s),robotique associée au génie biomédical  (Voir RDF2070108 Robotique biomédicale)
3,RDF30105,Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques),Exclusion(s),pharmacie clinique et pratique pharmaceutique  (Voir RDF3020232 Pharmacie clinique et pratique pharmaceutique)
3,RDF30105,Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques),Exclusion(s),toxicologie clinique  (Voir RDF3020233 Toxicologie clinique)
3,RDF30105,Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques),Exclusion(s),"thérapeutique, pharmacologie et toxicologie dentaires  (Voir RDF3020402 Thérapeutique, pharmacologie et toxicologie dentaires)"
3,RDF30105,Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques),Exclusion(s),chimie thérapeutique et chimie biomoléculaire  (Voir RDF10405 Chimie biomoléculaire et thérapeutique (médicinale))
3,RDF30105,Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques),Exclusion(s),pharmacologie vétérinaire  (Voir RDF4030109 Pharmacologie vétérinaire)
3,RDF30105,Pharmacologie et sciences pharmaceutiques (sauf les aspects cliniques),Exclusion(s),"pharmacologie translationnelle et clinique, et thérapeutique  (Voir RDF3020231 Pharmacologie translationnelle et clinique, et thérapeutique)"
4,RDF3010503,Toxicologie (sauf la toxicologie clinique),Exclusion(s),toxicologie clinique  (Voir RDF3020233 Toxicologie clinique)
3,RDF30106,Physiologie humaine,Exclusion(s),"biophysique animale  (Voir RDF1060801 Physiologie animale, biophysique)"
3,RDF30106,Physiologie humaine,Exclusion(s),physiologie animale  (Voir RDF10608 Physiologie animale)
3,RDF30106,Physiologie humaine,Exclusion(s),physiologie de l'exercice  (Voir RDF3010704 Physiologie de l'exercice)
3,RDF30106,Physiologie humaine,Exclusion(s),physique médicale  (Voir RDF1039902 Physique médicale)
3,RDF30106,Physiologie humaine,Exclusion(s),neurophysiologie  (Voir RDF1061108 Neurophysiologie)
3,RDF30106,Physiologie humaine,Exclusion(s),physiologie nutritionnelle  (Voir RDF3030104 Physiologie de la nutrition)
3,RDF30106,Physiologie humaine,Exclusion(s),physiologie relative à certains aspects de la production de plantes ou d'animaux ou de la pratique vétérinaire  (Voir RDF40 Sciences agricoles et vétérinaires)
3,RDF30106,Physiologie humaine,Exclusion(s),physiologie des muscles squelettiques  (Voir RDF3010702 Biologie et physiologie musculosquelettique)
3,RDF30107,Santé de l'appareil locomoteur et mouvements humains,Exclusion(s),psychologie du sport et de l'exercice  (Voir RDF5010119 Psychologie du sport et de l'exercice)
4,RDF3010704,Physiologie de l'exercice,Exclusion(s),biomécanique comparative  (Voir RDF1061013 Biomécanique comparative)
2,RDF302,Médecine clinique,Exclusion(s),soins actifs en soins infirmiers cliniques  (Voir RDF3030603 Soins infirmiers cliniques secondaires (soins actifs))
2,RDF302,Médecine clinique,Exclusion(s),biochimie des cultures et pâturages  (Voir RDF4010203 Biochimie et physiologie des cultures et des pâturages)
2,RDF302,Médecine clinique,Exclusion(s),biomatériaux dont l'usage n'est pas limité à la dentisterie  (Voir RDF2070101 Matériaux biomédicaux)
2,RDF302,Médecine clinique,Exclusion(s),génétique du cancer  (Voir RDF3010205 Génétique du cancer)
2,RDF302,Médecine clinique,Exclusion(s),nutrition clinique  (Voir RDF3030101 Nutrition clinique)
2,RDF302,Médecine clinique,Exclusion(s),sciences de la santé  (Voir RDF303 Sciences de la santé)
2,RDF302,Médecine clinique,Exclusion(s),Histoire et philosophie de la médecine clinique  (Voir RDF6030306 Histoire et philosophie de la médecine)
2,RDF302,Médecine clinique,Exclusion(s),histoire et philosophie de la médecine  (Voir RDF6030306 Histoire et philosophie de la médecine)
